group,variable,value
Belmont,25-Sep,1
Belmont,26-Sep,0
Belmont,27-Sep,0
Belmont,28-Sep,1
Belmont,29-Sep,0
Belmont,30-Sep,1
Belmont,1-Oct,1
Belmont,2-Oct,2
Belmont,3-Oct,3
Belmont,4-Oct,0
Belmont,5-Oct,4
Belmont,6-Oct,2
Belmont,7-Oct,4
Belmont,8-Oct,3
Belmont,9-Oct,5
Belmont,10-Oct,2
Belmont,11-Oct,4
Belmont,12-Oct,7
Belmont,13-Oct,3
Belmont,14-Oct,7
Belmont,15-Oct,3
Belmont,16-Oct,6
Belmont,17-Oct,2
Belmont,18-Oct,2
Belmont,19-Oct,10
Belmont,20-Oct,8
Belmont,21-Oct,6
Belmont,22-Oct,8
Belmont,23-Oct,7
Belmont,24-Oct,7
Belmont,25-Oct,11
Belmont,26-Oct,11
Belmont,27-Oct,8
Belmont,28-Oct,22
Belmont,29-Oct,22
Belmont,30-Oct,16
Belmont,31-Oct,22
Belmont,1-Nov,16
Belmont,2-Nov,39
Belmont,3-Nov,25
Belmont,4-Nov,35
Belmont,5-Nov,40
Belmont,6-Nov,37
Belmont,7-Nov,25
Belmont,8-Nov,46
Belmont,9-Nov,65
Belmont,10-Nov,63
Belmont,11-Nov,52
Belmont,12-Nov,67
Belmont,13-Nov,48
Belmont,14-Nov,34
Belmont,15-Nov,28
Belmont,16-Nov,63
Belmont,17-Nov,46
Belmont,18-Nov,49
Belmont,19-Nov,61
Belmont,20-Nov,36
Belmont,21-Nov,30
Belmont,22-Nov,21
Belmont,23-Nov,81
Belmont,24-Nov,52
Belmont,25-Nov,78
Belmont,26-Nov,19
Belmont,27-Nov,48
Belmont,28-Nov,43
Belmont,29-Nov,24
Belmont,30-Nov,80
Belmont,1-Dec,48
Belmont,2-Dec,50
Belmont,3-Dec,44
Belmont,4-Dec,48
Belmont,5-Dec,21
Belmont,6-Dec,27
Belmont,7-Dec,43
Belmont,8-Dec,41
Belmont,9-Dec,36
Belmont,10-Dec,35
Belmont,11-Dec,37
Belmont,12-Dec,18
Belmont,13-Dec,28
Belmont,14-Dec,48
Belmont,15-Dec,30
Belmont,16-Dec,25
Belmont,17-Dec,41
Belmont,18-Dec,37
Belmont,19-Dec,26
Belmont,20-Dec,20
Belmont,21-Dec,45
Belmont,22-Dec,15
Belmont,23-Dec,36
Belmont,24-Dec,24
Belmont,25-Dec,13
Belmont,26-Dec,18
Belmont,27-Dec,35
Belmont,28-Dec,84
Belmont,29-Dec,38
Belmont,30-Dec,57
Belmont,31-Dec,44
Belmont,1-Jan,13
Belmont,2-Jan,51
Belmont,3-Jan,27
Belmont,4-Jan,83
Belmont,5-Jan,43
Belmont,6-Jan,43
Belmont,7-Jan,50
Belmont,8-Jan,28
Belmont,9-Jan,36
Belmont,10-Jan,15
Belmont,11-Jan,57
Belmont,12-Jan,35
Belmont,13-Jan,40
Belmont,14-Jan,23
Belmont,15-Jan,13
Belmont,16-Jan,9
Belmont,17-Jan,0
Brown,1-Aug,5
Brown,2-Aug,4
Brown,3-Aug,3
Brown,4-Aug,5
Brown,5-Aug,3
Brown,6-Aug,3
Brown,7-Aug,0
Brown,8-Aug,5
Brown,9-Aug,3
Brown,10-Aug,2
Brown,11-Aug,3
Brown,12-Aug,4
Brown,13-Aug,5
Brown,14-Aug,7
Brown,15-Aug,1
Brown,16-Aug,6
Brown,17-Aug,2
Brown,18-Aug,1
Brown,19-Aug,2
Brown,20-Aug,3
Brown,21-Aug,4
Brown,22-Aug,5
Brown,23-Aug,2
Brown,24-Aug,7
Brown,25-Aug,0
Brown,26-Aug,4
Brown,27-Aug,4
Brown,28-Aug,1
Brown,29-Aug,2
Brown,30-Aug,3
Brown,31-Aug,2
Brown,1-Sep,2
Brown,2-Sep,4
Brown,3-Sep,2
Brown,4-Sep,5
Brown,5-Sep,0
Brown,6-Sep,2
Brown,7-Sep,6
Brown,8-Sep,3
Brown,9-Sep,14
Brown,10-Sep,3
Brown,11-Sep,2
Brown,12-Sep,0
Brown,13-Sep,0
Brown,14-Sep,3
Brown,15-Sep,5
Brown,16-Sep,2
Brown,17-Sep,2
Brown,18-Sep,0
Brown,19-Sep,1
Brown,20-Sep,3
Brown,21-Sep,1
Brown,22-Sep,2
Brown,23-Sep,2
Brown,24-Sep,1
Brown,25-Sep,1
Brown,26-Sep,1
Brown,27-Sep,0
Brown,28-Sep,2
Brown,29-Sep,0
Brown,30-Sep,1
Brown,1-Oct,1
Brown,2-Oct,4
Brown,3-Oct,1
Brown,4-Oct,2
Brown,5-Oct,8
Brown,6-Oct,2
Brown,7-Oct,7
Brown,8-Oct,6
Brown,9-Oct,6
Brown,10-Oct,5
Brown,11-Oct,2
Brown,12-Oct,2
Brown,13-Oct,7
Brown,14-Oct,8
Brown,15-Oct,12
Brown,16-Oct,4
Brown,17-Oct,10
Brown,18-Oct,4
Brown,19-Oct,10
Brown,20-Oct,19
Brown,21-Oct,7
Brown,22-Oct,11
Brown,23-Oct,16
Brown,24-Oct,8
Brown,25-Oct,9
Brown,26-Oct,12
Brown,27-Oct,11
Brown,28-Oct,14
Brown,29-Oct,12
Brown,30-Oct,7
Brown,31-Oct,5
Brown,1-Nov,8
Brown,2-Nov,20
Brown,3-Nov,17
Brown,4-Nov,15
Brown,5-Nov,15
Brown,6-Nov,20
Brown,7-Nov,13
Brown,8-Nov,10
Brown,9-Nov,23
Brown,10-Nov,23
Brown,11-Nov,35
Brown,12-Nov,15
Brown,13-Nov,26
Brown,14-Nov,17
Brown,15-Nov,16
Brown,16-Nov,47
Brown,17-Nov,36
Brown,18-Nov,37
Brown,19-Nov,26
Brown,20-Nov,43
Brown,21-Nov,13
Brown,22-Nov,16
Brown,23-Nov,37
Brown,24-Nov,45
Brown,25-Nov,45
Brown,26-Nov,3
Brown,27-Nov,27
Brown,28-Nov,17
Brown,29-Nov,18
Brown,30-Nov,58
Brown,1-Dec,42
Brown,2-Dec,42
Brown,3-Dec,46
Brown,4-Dec,55
Brown,5-Dec,32
Brown,6-Dec,27
Brown,7-Dec,72
Brown,8-Dec,62
Brown,9-Dec,46
Brown,10-Dec,49
Brown,11-Dec,46
Brown,12-Dec,21
Brown,13-Dec,18
Brown,14-Dec,51
Brown,15-Dec,41
Brown,16-Dec,50
Brown,17-Dec,43
Brown,18-Dec,37
Brown,19-Dec,14
Brown,20-Dec,23
Brown,21-Dec,32
Brown,22-Dec,46
Brown,23-Dec,48
Brown,24-Dec,15
Brown,25-Dec,4
Brown,26-Dec,20
Brown,27-Dec,25
Brown,28-Dec,45
Brown,29-Dec,45
Brown,30-Dec,51
Brown,31-Dec,38
Brown,1-Jan,16
Brown,2-Jan,35
Brown,3-Jan,25
Brown,4-Jan,76
Brown,5-Jan,52
Brown,6-Jan,47
Brown,7-Jan,34
Brown,8-Jan,40
Brown,9-Jan,13
Brown,10-Jan,14
Brown,11-Jan,34
Brown,12-Jan,30
Brown,13-Jan,23
Brown,14-Jan,26
Brown,15-Jan,24
Brown,16-Jan,5
Brown,17-Jan,4
Butler,1-Aug,38
Butler,2-Aug,16
Butler,3-Aug,42
Butler,4-Aug,43
Butler,5-Aug,39
Butler,6-Aug,51
Butler,7-Aug,33
Butler,8-Aug,27
Butler,9-Aug,23
Butler,10-Aug,38
Butler,11-Aug,47
Butler,12-Aug,60
Butler,13-Aug,39
Butler,14-Aug,37
Butler,15-Aug,21
Butler,16-Aug,18
Butler,17-Aug,56
Butler,18-Aug,46
Butler,19-Aug,67
Butler,20-Aug,57
Butler,21-Aug,96
Butler,22-Aug,72
Butler,23-Aug,133
Butler,24-Aug,171
Butler,25-Aug,153
Butler,26-Aug,100
Butler,27-Aug,104
Butler,28-Aug,97
Butler,29-Aug,76
Butler,30-Aug,54
Butler,31-Aug,120
Butler,1-Sep,92
Butler,2-Sep,106
Butler,3-Sep,101
Butler,4-Sep,96
Butler,5-Sep,50
Butler,6-Sep,52
Butler,7-Sep,55
Butler,8-Sep,72
Butler,9-Sep,57
Butler,10-Sep,76
Butler,11-Sep,55
Butler,12-Sep,27
Butler,13-Sep,24
Butler,14-Sep,47
Butler,15-Sep,46
Butler,16-Sep,43
Butler,17-Sep,44
Butler,18-Sep,54
Butler,19-Sep,24
Butler,20-Sep,19
Butler,21-Sep,59
Butler,22-Sep,75
Butler,23-Sep,58
Butler,24-Sep,77
Butler,25-Sep,58
Butler,26-Sep,47
Butler,27-Sep,34
Butler,28-Sep,113
Butler,29-Sep,114
Butler,30-Sep,121
Butler,1-Oct,85
Butler,2-Oct,70
Butler,3-Oct,68
Butler,4-Oct,57
Butler,5-Oct,107
Butler,6-Oct,102
Butler,7-Oct,110
Butler,8-Oct,105
Butler,9-Oct,128
Butler,10-Oct,94
Butler,11-Oct,77
Butler,12-Oct,103
Butler,13-Oct,121
Butler,14-Oct,121
Butler,15-Oct,124
Butler,16-Oct,93
Butler,17-Oct,67
Butler,18-Oct,62
Butler,19-Oct,120
Butler,20-Oct,147
Butler,21-Oct,121
Butler,22-Oct,136
Butler,23-Oct,128
Butler,24-Oct,98
Butler,25-Oct,70
Butler,26-Oct,136
Butler,27-Oct,158
Butler,28-Oct,192
Butler,29-Oct,160
Butler,30-Oct,176
Butler,31-Oct,135
Butler,1-Nov,124
Butler,2-Nov,212
Butler,3-Nov,192
Butler,4-Nov,211
Butler,5-Nov,229
Butler,6-Nov,257
Butler,7-Nov,169
Butler,8-Nov,150
Butler,9-Nov,285
Butler,10-Nov,315
Butler,11-Nov,290
Butler,12-Nov,268
Butler,13-Nov,285
Butler,14-Nov,182
Butler,15-Nov,183
Butler,16-Nov,302
Butler,17-Nov,363
Butler,18-Nov,279
Butler,19-Nov,277
Butler,20-Nov,311
Butler,21-Nov,301
Butler,22-Nov,218
Butler,23-Nov,454
Butler,24-Nov,403
Butler,25-Nov,395
Butler,26-Nov,47
Butler,27-Nov,296
Butler,28-Nov,264
Butler,29-Nov,244
Butler,30-Nov,472
Butler,1-Dec,426
Butler,2-Dec,406
Butler,3-Dec,370
Butler,4-Dec,359
Butler,5-Dec,233
Butler,6-Dec,237
Butler,7-Dec,391
Butler,8-Dec,348
Butler,9-Dec,341
Butler,10-Dec,292
Butler,11-Dec,292
Butler,12-Dec,203
Butler,13-Dec,198
Butler,14-Dec,363
Butler,15-Dec,337
Butler,16-Dec,308
Butler,17-Dec,260
Butler,18-Dec,265
Butler,19-Dec,183
Butler,20-Dec,177
Butler,21-Dec,321
Butler,22-Dec,239
Butler,23-Dec,229
Butler,24-Dec,161
Butler,25-Dec,75
Butler,26-Dec,212
Butler,27-Dec,181
Butler,28-Dec,302
Butler,29-Dec,261
Butler,30-Dec,288
Butler,31-Dec,216
Butler,1-Jan,90
Butler,2-Jan,176
Butler,3-Jan,159
Butler,4-Jan,377
Butler,5-Jan,320
Butler,6-Jan,269
Butler,7-Jan,245
Butler,8-Jan,222
Butler,9-Jan,152
Butler,10-Jan,105
Butler,11-Jan,252
Butler,12-Jan,209
Butler,13-Jan,185
Butler,14-Jan,185
Butler,15-Jan,138
Butler,16-Jan,46
Butler,17-Jan,9
Carroll,1-Aug,0
Carroll,2-Aug,0
Carroll,3-Aug,0
Carroll,4-Aug,1
Carroll,5-Aug,0
Carroll,6-Aug,2
Carroll,7-Aug,1
Carroll,8-Aug,0
Carroll,9-Aug,0
Carroll,10-Aug,3
Carroll,11-Aug,0
Carroll,12-Aug,0
Carroll,13-Aug,0
Carroll,14-Aug,2
Carroll,15-Aug,0
Carroll,16-Aug,0
Carroll,17-Aug,1
Carroll,18-Aug,0
Carroll,19-Aug,0
Carroll,20-Aug,1
Carroll,21-Aug,1
Carroll,22-Aug,1
Carroll,23-Aug,0
Carroll,24-Aug,0
Carroll,25-Aug,1
Carroll,26-Aug,0
Carroll,27-Aug,2
Carroll,28-Aug,1
Carroll,29-Aug,0
Carroll,30-Aug,1
Carroll,31-Aug,1
Carroll,1-Sep,1
Carroll,2-Sep,1
Carroll,3-Sep,0
Carroll,4-Sep,5
Carroll,5-Sep,1
Carroll,6-Sep,1
Carroll,7-Sep,0
Carroll,8-Sep,3
Carroll,9-Sep,1
Carroll,10-Sep,0
Carroll,11-Sep,0
Carroll,12-Sep,0
Carroll,13-Sep,1
Carroll,14-Sep,0
Carroll,15-Sep,0
Carroll,16-Sep,2
Carroll,17-Sep,1
Carroll,18-Sep,2
Carroll,19-Sep,0
Carroll,20-Sep,0
Carroll,21-Sep,0
Carroll,22-Sep,0
Carroll,23-Sep,2
Carroll,24-Sep,0
Carroll,25-Sep,5
Carroll,26-Sep,0
Carroll,27-Sep,2
Carroll,28-Sep,3
Carroll,29-Sep,2
Carroll,30-Sep,2
Carroll,1-Oct,3
Carroll,2-Oct,3
Carroll,3-Oct,1
Carroll,4-Oct,0
Carroll,5-Oct,2
Carroll,6-Oct,1
Carroll,7-Oct,3
Carroll,8-Oct,1
Carroll,9-Oct,3
Carroll,10-Oct,2
Carroll,11-Oct,0
Carroll,12-Oct,1
Carroll,13-Oct,1
Carroll,14-Oct,3
Carroll,15-Oct,0
Carroll,16-Oct,7
Carroll,17-Oct,5
Carroll,18-Oct,4
Carroll,19-Oct,7
Carroll,20-Oct,14
Carroll,21-Oct,3
Carroll,22-Oct,1
Carroll,23-Oct,8
Carroll,24-Oct,5
Carroll,25-Oct,5
Carroll,26-Oct,4
Carroll,27-Oct,5
Carroll,28-Oct,5
Carroll,29-Oct,15
Carroll,30-Oct,2
Carroll,31-Oct,5
Carroll,1-Nov,4
Carroll,2-Nov,5
Carroll,3-Nov,6
Carroll,4-Nov,5
Carroll,5-Nov,11
Carroll,6-Nov,5
Carroll,7-Nov,5
Carroll,8-Nov,8
Carroll,9-Nov,11
Carroll,10-Nov,14
Carroll,11-Nov,15
Carroll,12-Nov,8
Carroll,13-Nov,19
Carroll,14-Nov,14
Carroll,15-Nov,10
Carroll,16-Nov,18
Carroll,17-Nov,23
Carroll,18-Nov,18
Carroll,19-Nov,16
Carroll,20-Nov,17
Carroll,21-Nov,19
Carroll,22-Nov,12
Carroll,23-Nov,29
Carroll,24-Nov,33
Carroll,25-Nov,16
Carroll,26-Nov,8
Carroll,27-Nov,27
Carroll,28-Nov,19
Carroll,29-Nov,20
Carroll,30-Nov,17
Carroll,1-Dec,16
Carroll,2-Dec,10
Carroll,3-Dec,16
Carroll,4-Dec,21
Carroll,5-Dec,17
Carroll,6-Dec,19
Carroll,7-Dec,15
Carroll,8-Dec,17
Carroll,9-Dec,17
Carroll,10-Dec,13
Carroll,11-Dec,19
Carroll,12-Dec,9
Carroll,13-Dec,15
Carroll,14-Dec,33
Carroll,15-Dec,22
Carroll,16-Dec,13
Carroll,17-Dec,17
Carroll,18-Dec,11
Carroll,19-Dec,12
Carroll,20-Dec,14
Carroll,21-Dec,20
Carroll,22-Dec,9
Carroll,23-Dec,14
Carroll,24-Dec,11
Carroll,25-Dec,15
Carroll,26-Dec,16
Carroll,27-Dec,8
Carroll,28-Dec,34
Carroll,29-Dec,24
Carroll,30-Dec,18
Carroll,31-Dec,14
Carroll,1-Jan,21
Carroll,2-Jan,22
Carroll,3-Jan,21
Carroll,4-Jan,24
Carroll,5-Jan,33
Carroll,6-Jan,14
Carroll,7-Jan,19
Carroll,8-Jan,27
Carroll,9-Jan,11
Carroll,10-Jan,8
Carroll,11-Jan,20
Carroll,12-Jan,13
Carroll,13-Jan,7
Carroll,14-Jan,7
Carroll,15-Jan,7
Carroll,16-Jan,0
Carroll,17-Jan,0
Champaign,1-Aug,41
Champaign,2-Aug,3
Champaign,3-Aug,5
Champaign,4-Aug,5
Champaign,5-Aug,15
Champaign,6-Aug,5
Champaign,7-Aug,3
Champaign,8-Aug,3
Champaign,9-Aug,3
Champaign,10-Aug,7
Champaign,11-Aug,4
Champaign,12-Aug,2
Champaign,13-Aug,4
Champaign,14-Aug,6
Champaign,15-Aug,0
Champaign,16-Aug,5
Champaign,17-Aug,4
Champaign,18-Aug,4
Champaign,19-Aug,3
Champaign,20-Aug,6
Champaign,21-Aug,6
Champaign,22-Aug,0
Champaign,23-Aug,0
Champaign,24-Aug,2
Champaign,25-Aug,0
Champaign,26-Aug,0
Champaign,27-Aug,2
Champaign,28-Aug,2
Champaign,29-Aug,0
Champaign,30-Aug,0
Champaign,31-Aug,4
Champaign,1-Sep,0
Champaign,2-Sep,2
Champaign,3-Sep,2
Champaign,4-Sep,1
Champaign,5-Sep,0
Champaign,6-Sep,4
Champaign,7-Sep,3
Champaign,8-Sep,5
Champaign,9-Sep,3
Champaign,10-Sep,2
Champaign,11-Sep,0
Champaign,12-Sep,1
Champaign,13-Sep,2
Champaign,14-Sep,2
Champaign,15-Sep,2
Champaign,16-Sep,2
Champaign,17-Sep,2
Champaign,18-Sep,4
Champaign,19-Sep,3
Champaign,20-Sep,0
Champaign,21-Sep,2
Champaign,22-Sep,4
Champaign,23-Sep,5
Champaign,24-Sep,0
Champaign,25-Sep,3
Champaign,26-Sep,2
Champaign,27-Sep,2
Champaign,28-Sep,3
Champaign,29-Sep,4
Champaign,30-Sep,4
Champaign,1-Oct,1
Champaign,2-Oct,1
Champaign,3-Oct,1
Champaign,4-Oct,4
Champaign,5-Oct,8
Champaign,6-Oct,5
Champaign,7-Oct,4
Champaign,8-Oct,6
Champaign,9-Oct,3
Champaign,10-Oct,7
Champaign,11-Oct,4
Champaign,12-Oct,2
Champaign,13-Oct,2
Champaign,14-Oct,3
Champaign,15-Oct,10
Champaign,16-Oct,8
Champaign,17-Oct,1
Champaign,18-Oct,4
Champaign,19-Oct,7
Champaign,20-Oct,8
Champaign,21-Oct,5
Champaign,22-Oct,6
Champaign,23-Oct,8
Champaign,24-Oct,7
Champaign,25-Oct,8
Champaign,26-Oct,11
Champaign,27-Oct,17
Champaign,28-Oct,13
Champaign,29-Oct,7
Champaign,30-Oct,11
Champaign,31-Oct,13
Champaign,1-Nov,9
Champaign,2-Nov,21
Champaign,3-Nov,15
Champaign,4-Nov,20
Champaign,5-Nov,23
Champaign,6-Nov,18
Champaign,7-Nov,19
Champaign,8-Nov,12
Champaign,9-Nov,30
Champaign,10-Nov,27
Champaign,11-Nov,29
Champaign,12-Nov,26
Champaign,13-Nov,34
Champaign,14-Nov,14
Champaign,15-Nov,20
Champaign,16-Nov,46
Champaign,17-Nov,30
Champaign,18-Nov,31
Champaign,19-Nov,41
Champaign,20-Nov,27
Champaign,21-Nov,19
Champaign,22-Nov,13
Champaign,23-Nov,42
Champaign,24-Nov,38
Champaign,25-Nov,29
Champaign,26-Nov,19
Champaign,27-Nov,38
Champaign,28-Nov,24
Champaign,29-Nov,18
Champaign,30-Nov,37
Champaign,1-Dec,34
Champaign,2-Dec,29
Champaign,3-Dec,29
Champaign,4-Dec,17
Champaign,5-Dec,11
Champaign,6-Dec,26
Champaign,7-Dec,24
Champaign,8-Dec,30
Champaign,9-Dec,21
Champaign,10-Dec,23
Champaign,11-Dec,23
Champaign,12-Dec,17
Champaign,13-Dec,12
Champaign,14-Dec,24
Champaign,15-Dec,21
Champaign,16-Dec,17
Champaign,17-Dec,17
Champaign,18-Dec,31
Champaign,19-Dec,10
Champaign,20-Dec,25
Champaign,21-Dec,30
Champaign,22-Dec,25
Champaign,23-Dec,28
Champaign,24-Dec,23
Champaign,25-Dec,10
Champaign,26-Dec,19
Champaign,27-Dec,27
Champaign,28-Dec,49
Champaign,29-Dec,30
Champaign,30-Dec,33
Champaign,31-Dec,29
Champaign,1-Jan,23
Champaign,2-Jan,22
Champaign,3-Jan,38
Champaign,4-Jan,44
Champaign,5-Jan,36
Champaign,6-Jan,31
Champaign,7-Jan,24
Champaign,8-Jan,27
Champaign,9-Jan,14
Champaign,10-Jan,13
Champaign,11-Jan,17
Champaign,12-Jan,12
Champaign,13-Jan,27
Champaign,14-Jan,20
Champaign,15-Jan,17
Champaign,16-Jan,1
Champaign,17-Jan,6
Clark,1-Aug,6
Clark,2-Aug,6
Clark,3-Aug,12
Clark,4-Aug,10
Clark,5-Aug,13
Clark,6-Aug,29
Clark,7-Aug,14
Clark,8-Aug,11
Clark,9-Aug,12
Clark,10-Aug,11
Clark,11-Aug,20
Clark,12-Aug,6
Clark,13-Aug,15
Clark,14-Aug,10
Clark,15-Aug,4
Clark,16-Aug,7
Clark,17-Aug,4
Clark,18-Aug,20
Clark,19-Aug,9
Clark,20-Aug,15
Clark,21-Aug,14
Clark,22-Aug,6
Clark,23-Aug,4
Clark,24-Aug,8
Clark,25-Aug,13
Clark,26-Aug,12
Clark,27-Aug,9
Clark,28-Aug,18
Clark,29-Aug,11
Clark,30-Aug,13
Clark,31-Aug,17
Clark,1-Sep,35
Clark,2-Sep,24
Clark,3-Sep,40
Clark,4-Sep,11
Clark,5-Sep,14
Clark,6-Sep,13
Clark,7-Sep,14
Clark,8-Sep,15
Clark,9-Sep,17
Clark,10-Sep,17
Clark,11-Sep,11
Clark,12-Sep,5
Clark,13-Sep,5
Clark,14-Sep,9
Clark,15-Sep,8
Clark,16-Sep,7
Clark,17-Sep,21
Clark,18-Sep,15
Clark,19-Sep,6
Clark,20-Sep,7
Clark,21-Sep,20
Clark,22-Sep,9
Clark,23-Sep,32
Clark,24-Sep,32
Clark,25-Sep,14
Clark,26-Sep,17
Clark,27-Sep,11
Clark,28-Sep,34
Clark,29-Sep,30
Clark,30-Sep,19
Clark,1-Oct,23
Clark,2-Oct,28
Clark,3-Oct,20
Clark,4-Oct,18
Clark,5-Oct,32
Clark,6-Oct,49
Clark,7-Oct,26
Clark,8-Oct,40
Clark,9-Oct,35
Clark,10-Oct,28
Clark,11-Oct,23
Clark,12-Oct,50
Clark,13-Oct,31
Clark,14-Oct,26
Clark,15-Oct,38
Clark,16-Oct,63
Clark,17-Oct,38
Clark,18-Oct,20
Clark,19-Oct,39
Clark,20-Oct,52
Clark,21-Oct,41
Clark,22-Oct,35
Clark,23-Oct,42
Clark,24-Oct,37
Clark,25-Oct,40
Clark,26-Oct,65
Clark,27-Oct,71
Clark,28-Oct,64
Clark,29-Oct,55
Clark,30-Oct,75
Clark,31-Oct,46
Clark,1-Nov,44
Clark,2-Nov,82
Clark,3-Nov,108
Clark,4-Nov,114
Clark,5-Nov,108
Clark,6-Nov,115
Clark,7-Nov,82
Clark,8-Nov,83
Clark,9-Nov,179
Clark,10-Nov,109
Clark,11-Nov,133
Clark,12-Nov,128
Clark,13-Nov,122
Clark,14-Nov,84
Clark,15-Nov,100
Clark,16-Nov,128
Clark,17-Nov,131
Clark,18-Nov,110
Clark,19-Nov,123
Clark,20-Nov,117
Clark,21-Nov,60
Clark,22-Nov,65
Clark,23-Nov,163
Clark,24-Nov,143
Clark,25-Nov,136
Clark,26-Nov,46
Clark,27-Nov,74
Clark,28-Nov,90
Clark,29-Nov,65
Clark,30-Nov,142
Clark,1-Dec,146
Clark,2-Dec,150
Clark,3-Dec,131
Clark,4-Dec,125
Clark,5-Dec,78
Clark,6-Dec,98
Clark,7-Dec,137
Clark,8-Dec,121
Clark,9-Dec,119
Clark,10-Dec,116
Clark,11-Dec,82
Clark,12-Dec,63
Clark,13-Dec,44
Clark,14-Dec,159
Clark,15-Dec,101
Clark,16-Dec,80
Clark,17-Dec,81
Clark,18-Dec,72
Clark,19-Dec,45
Clark,20-Dec,57
Clark,21-Dec,96
Clark,22-Dec,86
Clark,23-Dec,70
Clark,24-Dec,77
Clark,25-Dec,31
Clark,26-Dec,58
Clark,27-Dec,58
Clark,28-Dec,137
Clark,29-Dec,101
Clark,30-Dec,106
Clark,31-Dec,96
Clark,1-Jan,38
Clark,2-Jan,87
Clark,3-Jan,58
Clark,4-Jan,171
Clark,5-Jan,106
Clark,6-Jan,95
Clark,7-Jan,100
Clark,8-Jan,101
Clark,9-Jan,50
Clark,10-Jan,31
Clark,11-Jan,88
Clark,12-Jan,87
Clark,13-Jan,66
Clark,14-Jan,77
Clark,15-Jan,46
Clark,16-Jan,17
Clark,17-Jan,6
Clermont,1-Aug,9
Clermont,2-Aug,15
Clermont,3-Aug,15
Clermont,4-Aug,22
Clermont,5-Aug,14
Clermont,6-Aug,14
Clermont,7-Aug,7
Clermont,8-Aug,15
Clermont,9-Aug,9
Clermont,10-Aug,14
Clermont,11-Aug,12
Clermont,12-Aug,16
Clermont,13-Aug,20
Clermont,14-Aug,18
Clermont,15-Aug,11
Clermont,16-Aug,15
Clermont,17-Aug,21
Clermont,18-Aug,14
Clermont,19-Aug,12
Clermont,20-Aug,8
Clermont,21-Aug,15
Clermont,22-Aug,13
Clermont,23-Aug,15
Clermont,24-Aug,32
Clermont,25-Aug,17
Clermont,26-Aug,25
Clermont,27-Aug,15
Clermont,28-Aug,12
Clermont,29-Aug,16
Clermont,30-Aug,9
Clermont,31-Aug,14
Clermont,1-Sep,19
Clermont,2-Sep,15
Clermont,3-Sep,18
Clermont,4-Sep,27
Clermont,5-Sep,6
Clermont,6-Sep,17
Clermont,7-Sep,9
Clermont,8-Sep,24
Clermont,9-Sep,24
Clermont,10-Sep,21
Clermont,11-Sep,18
Clermont,12-Sep,16
Clermont,13-Sep,14
Clermont,14-Sep,27
Clermont,15-Sep,19
Clermont,16-Sep,25
Clermont,17-Sep,14
Clermont,18-Sep,7
Clermont,19-Sep,11
Clermont,20-Sep,12
Clermont,21-Sep,19
Clermont,22-Sep,11
Clermont,23-Sep,18
Clermont,24-Sep,7
Clermont,25-Sep,18
Clermont,26-Sep,9
Clermont,27-Sep,15
Clermont,28-Sep,23
Clermont,29-Sep,17
Clermont,30-Sep,17
Clermont,1-Oct,33
Clermont,2-Oct,18
Clermont,3-Oct,30
Clermont,4-Oct,19
Clermont,5-Oct,35
Clermont,6-Oct,31
Clermont,7-Oct,37
Clermont,8-Oct,29
Clermont,9-Oct,39
Clermont,10-Oct,30
Clermont,11-Oct,34
Clermont,12-Oct,44
Clermont,13-Oct,42
Clermont,14-Oct,48
Clermont,15-Oct,49
Clermont,16-Oct,28
Clermont,17-Oct,41
Clermont,18-Oct,36
Clermont,19-Oct,58
Clermont,20-Oct,64
Clermont,21-Oct,53
Clermont,22-Oct,49
Clermont,23-Oct,41
Clermont,24-Oct,47
Clermont,25-Oct,54
Clermont,26-Oct,88
Clermont,27-Oct,65
Clermont,28-Oct,62
Clermont,29-Oct,51
Clermont,30-Oct,64
Clermont,31-Oct,53
Clermont,1-Nov,49
Clermont,2-Nov,115
Clermont,3-Nov,87
Clermont,4-Nov,120
Clermont,5-Nov,125
Clermont,6-Nov,96
Clermont,7-Nov,88
Clermont,8-Nov,93
Clermont,9-Nov,167
Clermont,10-Nov,160
Clermont,11-Nov,157
Clermont,12-Nov,181
Clermont,13-Nov,167
Clermont,14-Nov,115
Clermont,15-Nov,111
Clermont,16-Nov,206
Clermont,17-Nov,191
Clermont,18-Nov,179
Clermont,19-Nov,164
Clermont,20-Nov,157
Clermont,21-Nov,114
Clermont,22-Nov,102
Clermont,23-Nov,192
Clermont,24-Nov,176
Clermont,25-Nov,164
Clermont,26-Nov,45
Clermont,27-Nov,188
Clermont,28-Nov,124
Clermont,29-Nov,121
Clermont,30-Nov,238
Clermont,1-Dec,208
Clermont,2-Dec,175
Clermont,3-Dec,186
Clermont,4-Dec,163
Clermont,5-Dec,121
Clermont,6-Dec,122
Clermont,7-Dec,248
Clermont,8-Dec,206
Clermont,9-Dec,174
Clermont,10-Dec,179
Clermont,11-Dec,192
Clermont,12-Dec,137
Clermont,13-Dec,114
Clermont,14-Dec,233
Clermont,15-Dec,213
Clermont,16-Dec,162
Clermont,17-Dec,186
Clermont,18-Dec,144
Clermont,19-Dec,133
Clermont,20-Dec,129
Clermont,21-Dec,229
Clermont,22-Dec,173
Clermont,23-Dec,181
Clermont,24-Dec,125
Clermont,25-Dec,58
Clermont,26-Dec,138
Clermont,27-Dec,102
Clermont,28-Dec,235
